ID	SN	ssim	z_ssim
0	nan	nan	nan
1	0.228134050070024	0.436393352696173	-0.24419116980886496
2	0.25834837135871	0.6382700734306485	0.9308999152357715
3	0.25146099653354037	0.6144611479447216	0.7923120880647372
4	0.24854824947732576	0.6140805038912716	0.7900964218296355
5	0.2788097668166394	0.4838057106614345	0.03178834364480952
6	0.28223527024790934	0.4836197791864084	0.030706067204329078
7	0.27585047000226326	0.37514330189576417	-0.6007176102633742
8	0.24478955534487326	0.41334992475718013	-0.37832316205374783
9	0.2959871942677801	0.37447214685305186	-0.6046242930374188
10	0.3143398250477134	0.4165549443972488	-0.3596672715046276
11	0.3172612725042903	0.45594052211882125	-0.13041032156226273
12	0.3244560356207499	0.42491146431170623	-0.31102534777141766
13	0.37052093022717486	0.6342820846777673	0.9076864906580427
14	0.33789179146946163	0.774432999290502	1.7234818420145293
15	0.3041607808519982	0.7281131691692679	1.4538617528917475
16	0.28238939644957206	0.7126107355483637	1.3636246444319715
17	0.2864494438043519	0.6225803476146776	0.8395726098086557
18	0.2639608939577871	0.5867450673229376	0.6309813554644487
19	0.3090937649869982	0.5640234370689938	0.4987224944528918
20	0.3042492788823638	0.6467522264706101	0.9802731286651349
21	0.3292723746724262	0.6788480143510763	1.1670974146382855
22	0.3530428277664164	0.7039761623962041	1.3133642186763246
23	0.3183932958710563	0.7198628721331016	1.4058381350080358
24	0.30015425600680257	0.7190598412575291	1.4011638247682632
25	0.2515710296393308	0.562331225195833	0.48887240832645124
26	0.2525967158504683	0.47033990680290094	-0.04659387897874339
27	0.3118715501763537	0.48867304837067915	0.060120313419362116
28	0.3601009024655758	0.5751732166846099	0.5636235220644688
29	0.37491838160215246	0.6879680206803184	1.2201834668292098
30	0.28561716863273423	0.7072462023373323	1.3323985816706279
31	0.25583917291777225	0.7316030023203508	1.4741754958989193
32	0.3032697454533087	0.7565206046464611	1.619216748043151
33	0.284588652507312	0.6877893048607979	1.2191431915289628
34	0.3030486580576205	0.4620821075392988	-0.09466116609061448
35	0.3286216030803002	0.5203688896924009	0.24461657645868967
